Arrêt Code Long;Arrêt;Commune;Pays;CodeDidoc;Coordonnées;Actif
LRAP00;La Rape;VETRAZ-MONTHOUX;FR;8595806;46.182541, 6.272073;N
LRDU01;Louis-Rendu;MEYRIN;CH;8595458;46.236004, 6.077461;N
LRON00;Livron;ANNEMASSE;FR;8595818;46.185692, 6.247511;N
LRON01;Livron;ANNEMASSE;FR;8595818;46.186104, 6.247437;N
LUBAS00;Lucinges Bas;LUCINGES;FR;;46.185528, 6.312288;N
LUCH02;Bernex-Luchepelet;BERNEX;CH;8508130;46.177837, 6.072982;Y
LUCH05;Bernex-Luchepelet;BERNEX;CH;8508130;46.178478, 6.071852;N
LUCH91;Bernex-Luchepelet;BERNEX;CH;8508130;46.178345, 6.072648;N
LUCH92;Bernex-Luchepelet;BERNEX;CH;8508130;46.178463, 6.073659;N
LUGE00;Lully-Village;BERNEX;CH;8592656;46.164433, 6.073512;Y
LUGE01;Lully-Village;BERNEX;CH;8592656;46.163914, 6.072165;Y
LULI00;Lullier;JUSSY;CH;8507428;46.227699, 6.255511;Y
LULY00;Lully-Croisée;BERNEX;CH;8587076;46.162849, 6.070612;Y
LULY02;Lully-Croisée;BERNEX;CH;8587076;46.16399, 6.072306;N
LUPL00;Lullier-Plantais;JUSSY;CH;8507426;46.229923, 6.259689;Y
LYIN00;Ferney-Lycée;FERNEY-VOLTAIRE;FR;1401739;46.26305, 6.115363;Y
LYON02;Lyon;GENÈVE;CH;8592850;46.209175, 6.138235;N
LYPF01;Lycée-Professionnel;ANNEMASSE;FR;8595822;46.186199, 6.231141;N
MACH00;Machéry;LE GRAND-SACONNEX;CH;8592946;46.243824, 6.129938;Y
MACN00;Malval-Centre Nature;DARDAGNY;CH;8595951;46.216293, 5.996171;Y
MACN01;Malval-Centre Nature;DARDAGNY;CH;8595951;46.216286, 5.996184;Y
MACP00;Malval-Chapelle;DARDAGNY;CH;8595950;46.20998, 5.993449;Y
MAET00;Étrembières Mairie;ETREMBIÈRES;FR;8595780;46.176777, 6.224226;N
MAET01;Étrembières Mairie;ETREMBIÈRES;FR;8595780;46.176678, 6.224137;N
MAGN01;Clos-Magny;PRÉVESSIN-MOËNS;FR;;;N
MAHA01;Malval-Hameau;DARDAGNY;CH;8592771;46.210972, 5.98921;Y
MAIX01;Maisonnex;MEYRIN;CH;8593018;46.232128, 6.060302;Y
MALA02;Malagnou;CHÊNE-BOUGERIES;CH;8587056;46.193302, 6.177012;Y
MALV00;Malval-Hameau;DARDAGNY;CH;8592771;46.210972, 5.989314;N
MALV01;Malval-Hameau;DARDAGNY;CH;8592771;46.209965, 5.987319;N
MANC00;Mancy;COLLONGE-BELLERIVE;CH;8592736;46.241718, 6.201214;Y
MANC01;Mancy;COLLONGE-BELLERIVE;CH;8592736;46.242889, 6.202653;Y
MANU00;Manufactures;PLAN-LES-OUATES;CH;8595036;46.164951, 6.105507;Y
MANU02;Manufactures;PLAN-LES-OUATES;CH;8595036;46.165012, 6.104678;Y
MAON00;Maison Onésienne;ONEX;CH;8593037;46.189255, 6.101519;Y
MAOR00;Mandarin Oriental;GENÈVE;CH;;46.205795, 6.141773;N
MAPA00;Maison de la Paix;GENÈVE;CH;8592825;46.220104, 6.145414;Y
MARA00;Choulex, Marais;CHOULEX;CH;;46.229324, 6.235844;N
MARB00;Les Marbriers;LANCY;CH;8592997;46.196541, 6.118092;Y
MARG00;Marguerite;ANIÈRES;CH;8592626;46.272923, 6.220666;Y
MATE02;Maternité-Pédiatrie;GENÈVE;CH;8592853;46.191322, 6.146071;Y
MATIG00;Martigny;CRANVES-SALES;FR;;46.201469, 6.306494;N
MCHY01;Machilly Gare;MACHILLY;FR;8595823;46.251568, 6.328624;N
MECO00;Meinier-Courte;MEINIER;CH;8593000;46.243179, 6.226519;N
MEES01;Meinier-Essert;MEINIER;CH;8595673;46.244785, 6.223773;Y
MEPR01;Meinier-Pralys;MEINIER;CH;8593004;46.243702, 6.226442;Y
MEPR03;Meinier-Pralys;MEINIER;CH;8593004;46.243713, 6.226455;N
MEPR04;Meinier-Pralys;MEINIER;CH;8593004;46.243225, 6.226466;Y
METR01;Métropole;GENÈVE;CH;8592856;46.203346, 6.150774;Y
METR02;Métropole;GENÈVE;CH;8592856;46.20332, 6.151704;N
METR99;Métropole;GENÈVE;CH;8592856;46.203026, 6.15311;N
MFER00;Machefer;VERSOIX;CH;8503046;46.271999, 6.141412;N
MFER02;Machefer;VERSOIX;CH;8503046;46.275547, 6.139663;N
MGLA01;Morglas;VERNIER;CH;8593163;46.218575, 6.077884;N
MGNO98;Meyrin, gare nord;MEYRIN;CH;8511269;46.222439, 6.077256;N
MGOE00;Meyrin,Golette;MEYRIN;CH;8511625;46.229931, 6.078703;N
MICA00;Mica;PUPLINGE;CH;;46.044125, 6.146775;N
MIDE00;Mon-Idée;THÔNEX;CH;8593119;46.20369, 6.221993;Y
MIDE03;Mon-Idée;PUPLINGE;CH;8593119;46.203537, 6.222928;N
MIES00;Mies-Gare;VAUD;CH;8596097;46.299549, 6.169304;N
MIES99;Mies-Gare;VAUD;CH;8596097;46.29961, 6.169211;N
MILE01;Miléant;GENÈVE;CH;8592858;46.204739, 6.127975;Y
MILT99;Millet;AMBILLY;FR;8595366;46.190731, 6.218511;N
MINE00;Mines;GENÈVE;CH;8592859;46.223297, 6.147542;N
MINE98;Mines;GENÈVE;CH;8592859;46.223431, 6.147347;N
MLGN01;Malagny;GENTHOD;CH;8592933;46.271523, 6.159189;Y
MLPT01;Malpertuis;BERNEX;CH;8592659;46.182095, 6.064611;Y
MLRD99;Molard;GENÈVE;CH;8592862;46.20414, 6.148322;N
MLVT01;Saint-Genis-Porte de France;SAINT-GENIS-POUILLY;FR;1402572;46.241074, 6.028476;Y
MNEU03;Maisons-Neuves;CORSIER;CH;8592763;46.262112, 6.231013;Y
MNEU96;Maisons-Neuves;CORSIER;CH;8592763;46.261524, 6.230469;N
MO_B1;;GENÈVE;CH;;;N
MO_C2;;GENÈVE;CH;;;N
MO_D1;;GENÈVE;CH;;;N
MO_D2;;GENÈVE;CH;;;N
MO_E1;;GENÈVE;CH;;;N
MO_E2;;GENÈVE;CH;;;N
MO_F1;;GENÈVE;CH;;;N
MOEL98;Moillesulaz;GAILLARD;FR;8595829;;N
MOIL00;Moillesulaz;THÔNEX;CH;8593118;46.192482, 6.206478;N
MOIL03;Moillesulaz;THÔNEX;CH;8593118;46.192818, 6.20668;N
MOIL04;Moillesulaz;GAILLARD;FR;8593118;46.192112, 6.207808;N
MOIL92;Moillesulaz-Douane (CH);THÔNEX;CH;8593118;46.192638, 6.206509;N
MOIL96;Moillesulaz;THÔNEX;CH;8593118;46.192383, 6.204884;N
MOIL98;Moillesulaz;THÔNEX;CH;8593118;46.19239, 6.206643;N
MOLE01;Môle;GENÈVE;CH;8592863;46.213139, 6.145281;Y
MOLL01;Mollaz;LACONNEX;CH;8592972;46.154285, 6.033789;Y
MOLN00;Molands;;CH;;;N
MONE02;Lycée J. Monnet;ANNEMASSE;FR;8595821;46.182686, 6.245473;N
MONE98;Lycée J. Monnet;ANNEMASSE;FR;8595821;46.182327, 6.24623;N
MOPI01;Genève-Aéroport, Mövenpick;MEYRIN;CH;8510502;46.22456, 6.099776;N
MORA01;Moulin-de-la-Ratte;AIRE-LA-VILLE;CH;8595556;46.188396, 6.04585;N
MOUI01;La Mouille;VEYRIER;CH;8593200;46.164711, 6.183216;Y
MPAR99;Maison des Parlements;LE GRAND-SACONNEX;CH;8592852;46.226635, 6.12177;N
MRAV00;Maurice-Ravel;VERSOIX;CH;;46.282524, 6.154405;N
MRCH01;Marché;CAROUGE;CH;8592677;46.184383, 6.140394;N
MRCH02;Marché;CAROUGE;CH;8592677;46.183311, 6.14086;N
MRCH98;Marché;CAROUGE;CH;8592677;46.183891, 6.137708;N
MRCH99;Marché;CAROUGE;CH;8592677;46.18388, 6.137579;N
MRGI01;Morgines;LANCY;CH;8592987;46.187641, 6.111469;N
MRIC99;Moulin-de-Richelien;COLLEX-BOSSY;CH;8595675;46.276016, 6.131999;N
MRNE00;Moraines;CAROUGE;CH;8592678;46.18251, 6.143742;N
MRNE98;Moraines;CAROUGE;CH;8592678;46.182343, 6.144958;N
MRTI00;Martinet;AVULLY;CH;8592628;46.158733, 5.986521;N
MSER01;Collège M. Servet;ANNEMASSE;FR;;46.191704, 6.237895;N
MSIL99;Marsillon;VEYRIER;CH;8593204;46.167183, 6.154969;N
MSNT00;Maisonnette;BERNEX;CH;8592658;46.163242, 6.048785;Y
MTBL01;Mont-Blanc;GENÈVE;CH;8592864;46.207634, 6.146643;Y
MTBL98;Mont-Blanc;GENÈVE;CH;8592864;46.208015, 6.149011;N
MTBL99;Mont-Blanc;GENÈVE;CH;8592864;46.208107, 6.148756;N
MTER00;Maison du Terroir;BERNEX;CH;8595014;46.165997, 6.076128;Y
MTER01;Maison du Terroir;BERNEX;CH;8595014;46.165905, 6.076077;Y
MTFL02;Montfleury;VERSOIX;CH;8593188;46.292137, 6.165804;N
MTFL99;Montfleury;VERSOIX;CH;8593188;46.291676, 6.165615;N
MTNR01;Martinière;AMBILLY;FR;8595828;46.199371, 6.225044;N
MTOU00;Meinier-Tour;MEINIER;CH;8587077;46.245781, 6.23153;Y
MTTA00;Motta;GENÈVE;CH;8592867;46.219982, 6.135255;Y
MUET02;Musée d'ethnographie;GENÈVE;CH;8592868;46.197876, 6.136004;Y
MUGE01;Muguets;VEYRIER;CH;8593206;46.171276, 6.160325;Y
MURA02;Murailles;MEINIER;CH;8593003;46.242096, 6.245305;Y
MUSE03;Muséum;GENÈVE;CH;8592870;46.198193, 6.158593;Y
MUVO00;Musée Voltaire;GENÈVE;CH;8592869;46.206985, 6.133609;Y
MUVO01;Musée Voltaire;GENÈVE;CH;8592869;46.207363, 6.134158;Y
MVER00;Moulin-de-Vert;CARTIGNY;CH;8592687;46.175117, 6.021997;N
MYRN03;Meyrin-Village;MEYRIN;CH;8593026;46.229458, 6.071765;Y
MYRN05;Meyrin-Village;MEYRIN;CH;8593026;46.228477, 6.071037;N
MYST01;Meyrin, Stierlin;MEYRIN;CH;8511627;46.238182, 6.092619;N
NADA01;Nant d'Avril;SATIGNY;CH;8504812;46.225731, 6.056795;Y
NANT01;Le Nant;LE GRAND-SACONNEX;CH;8592647;46.246464, 6.128474;Y
NANT98;Le Nant;LE GRAND-SACONNEX;CH;8592647;46.246387, 6.127542;N
NANT99;Le Nant;LE GRAND-SACONNEX;CH;8592647;46.246464, 6.127549;N
NATI01;Nations;GENÈVE;CH;8587058;46.222172, 6.139;Y
NATI09;Nations;GENÈVE;CH;8587058;46.222229, 6.139078;N
NATI10;Nations;GENÈVE;CH;8587058;46.222015, 6.139199;Y
NATI11;Nations;GENÈVE;CH;8587058;46.221821, 6.139048;Y
NATI19;Nations;GENÈVE;CH;8587058;46.221756, 6.137779;Y
NATI20;Nations;GENÈVE;CH;8587058;46.222675, 6.138186;Y
NATI99;Nations;GENÈVE;CH;8587058;46.221973, 6.139195;N
NAVI99;Navigation;GENÈVE;CH;8592871;46.211922, 6.149602;N
NAVL01;Naville;CHÊNE-BOUGERIES;CH;;46.186401, 6.181002;N
NDAM84;Gare Cornavin Notre Dame;GENÈVE;CH;8587057;46.209332, 6.142284;N
NOAS00;Nous-Aussi;VETRAZ-MONTHOUX;FR;8595830;46.177773, 6.24727;N
NOAS01;Nous-Aussi;VETRAZ-MONTHOUX;FR;8595830;46.177757, 6.247115;N
NOIR99;Noirettes;RUSSIN;CH;8593090;46.193005, 6.016381;N
NREX00;NH Geneva City;GENÈVE;CH;8592903;46.214081, 6.128955;N
NREX01;NH Geneva City;GENÈVE;CH;8592903;46.213898, 6.128923;N
NUIS01;Nussance;CRANVES-SALES;FR;8595904;46.185307, 6.292984;N
NYLF01;Neydens-La Forge;NEYDENS;FR;;46.118408, 6.110295;N
NYLM01;Neydens-Les Mouilles;NEYDENS;FR;1400943;46.116417, 6.09725;N
OELO00;Onex-Evaux-Loisirs;ONEX;CH;8510217;46.189297, 6.091554;N
OMS00;OMS;GENÈVE;CH;8587904;46.23093, 6.133995;N
OMS99;OMS;GENÈVE;CH;8587904;46.231033, 6.134059;N
ONCI02;Onex-Cité;ONEX;CH;8593030;46.189613, 6.099088;Y
ONMA01;Onex-Marché;ONEX;CH;8593038;46.19199, 6.103395;Y
OPHT02;Ophtalmologie;GENÈVE;CH;8592872;46.190701, 6.148836;N
OPHT98;Ophtalmologie;GENÈVE;CH;8592872;46.190796, 6.148843;N
OPHT99;Ophtalmologie;GENÈVE;CH;8592872;46.190723, 6.148927;N
ORMA00;Ormeaux;GENÈVE;CH;8592873;46.206154, 6.136519;Y
ORMA01;Ormeaux;GENÈVE;CH;8592873;46.206005, 6.136341;Y
ORRO00;Ornex-Les Roussets;ORNEX;FR;1401768;46.263596, 6.102728;Y
OXFR00;Ornex-Fruitière;ORNEX;FR;1401767;46.272522, 6.09619;Y
P4700;Parking P47;LE GRAND-SACONNEX;CH;8505464;46.242012, 6.121788;N
P48;Service P48;LE GRAND-SACONNEX;CH;;46.243755, 6.124819;N
P4800;Parking P48;LE GRAND-SACONNEX;CH;8505465;46.243885, 6.125547;N
P48ST;P48 (Stationnement);;CH;8505465;46.243824, 6.125599;N
P4900;Parking P49;LE GRAND-SACONNEX;CH;8505466;46.239777, 6.119361;N
PACON00;Paconinges;JUVIGNY;FR;;46.221527, 6.294127;N
PAIL01;Balexert-Pailly;VERNIER;CH;8593165;46.219818, 6.114249;Y
PAIL03;Balexert-Pailly;VERNIER;CH;8593165;46.220585, 6.114553;Y
PAIX00;Beau-Rivage - Paix;GENÈVE;CH;;46.208286, 6.149116;N
PALE03;Palettes;LANCY;CH;8592988;46.176949, 6.12209;N
PALE09;Palettes;LANCY;CH;8592988;46.176601, 6.122189;Y
PALE10;Palettes;LANCY;CH;8592988;46.176121, 6.121048;Y
PALE11;Palettes;LANCY;CH;8592988;46.176292, 6.120305;Y
PALE95;Palettes;LANCY;CH;8592988;46.176434, 6.119881;N
PALE99;Palettes;LANCY;CH;8592988;46.17588, 6.121455;N
PAME01;PAE de la Menoge;BONNE;FR;8595831;46.170471, 6.316475;N
PARC00;Parc et plage des Eaux-Vives;GENÈVE;CH;8592876;46.209572, 6.167772;Y
PARC02;Parc et plage des Eaux-Vives;GENÈVE;CH;8592876;46.209663, 6.167912;N
PAVI01;Aviateurs;PLAN-LES-OUATES;CH;8593064;46.169659, 6.120414;N
PAVI99;Aviateurs;PLAN-LES-OUATES;CH;8593064;46.170067, 6.121323;N
PBAL01;Petit-Bel-Air;CHÊNE-BOURG;CH;8592711;46.202816, 6.202046;Y
PBOC98;Pont-Bochet;THÔNEX;CH;8593109;46.210079, 6.217;N
PCEA01;Pont-Céard-Gare;VERSOIX;CH;8593189;46.28775, 6.162624;Y
PDLIST;Palladium Stationnement;GENÈVE;CH;8592874;46.203377, 6.138674;N
PDRI00;Pont-de-Drize;TROINEX;CH;8593125;46.163391, 6.149388;Y
PDRI01;Pont-de-Drize;TROINEX;CH;8593125;46.163757, 6.148964;Y
PECG00;Pas de l'Échelle-Gare;ETREMBIÈRES;FR;8595833;46.159863, 6.181809;N
PECG99;Pas de l'Échelle-Gare;ETREMBIÈRES;FR;8595833;;N
PEDO01;Perly-Douane;PERLY-CERTOUX;CH;8593046;46.152397, 6.091069;Y
PEIL00;Peillonnex;CHÊNE-BOURG;CH;8592709;46.19397, 6.196508;Y
PEIL01;Peillonnex;CHÊNE-BOURG;CH;8592709;46.194118, 6.195973;Y
PEIL02;Peillonnex;CHÊNE-BOURG;CH;8592709;46.194099, 6.194458;Y
PELO01;La Pelotière;VERSOIX;CH;8593187;46.27449, 6.164297;Y
PENT98;Penthes;PREGNY-CHAMBÉSY;CH;8593078;46.232643, 6.139116;Y
PEPA00;Petit-Palais;GENÈVE;CH;8592879;46.197727, 6.151749;Y
PESC00;Peschier;GENÈVE;CH;8592878;46.193497, 6.153702;N
PESC02;Peschier;GENÈVE;CH;8592878;46.194397, 6.15473;N
PEVI00;Perly-Village;PERLY-CERTOUX;CH;8587081;46.156277, 6.092385;Y
PEVI98;Perly-Village;PERLY-CERTOUX;CH;8587081;46.156345, 6.092448;N
PEVI99;Perly-Village;PERLY-CERTOUX;CH;8587081;46.156395, 6.092654;N
PFIL00;Pont de Fillinges;FILLINGES;FR;1400025;46.163174, 6.352321;N
PFIL01;Pont de Fillinges;FILLINGES;FR;1400025;46.162884, 6.35253;N
PGET00;Pré-Longet;ONEX;CH;8593040;46.185127, 6.103693;N
PGIN00;Prangins;VAUD;CH;;46.397713, 6.243796;N
PGRA02;Petite-Grave;CARTIGNY;CH;8587072;46.1731, 6.041929;N
PICY98;Lancy-Piscine;LANCY;CH;8592991;46.179543, 6.121522;N
PIGR01;Genthod-Pierre-Grise;GENTHOD;CH;8503085;46.261127, 6.148084;Y
PINC01;Pinchat-la-Tour;VEYRIER;CH;8593208;46.175789, 6.152565;Y
PITH00;Pictet-Thellusson;CAROUGE;CH;8592842;46.188908, 6.130816;Y
PJAR01;Pré-Jardinier;PLAN-LES-OUATES;CH;8595037;46.162926, 6.125639;Y
PLAIST;La Plaine-Gare Stationnement;DARDAGNY;CH;8587073;46.17865, 5.998031;N
PLEV02;Place des Eaux-Vives;GENÈVE;CH;8592883;46.202293, 6.156566;Y
PLEV03;Place des Eaux-Vives;GENÈVE;CH;8592883;46.201832, 6.15576;Y
PLEV05;Place des Eaux-Vives;GENÈVE;CH;8592883;46.201794, 6.157276;N
PLEV98;Place des Eaux-Vives;GENÈVE;CH;8592883;46.201733, 6.157694;N
PLEVST;RUE PIERRE-FATIO / RUE DU RHÔNE;GENÈVE;CH;8592883;46.202663, 6.15402;N
PLEY01;Palais Eynard;GENÈVE;CH;8595021;46.200092, 6.146719;Y
PLEY99;Palais Eynard;GENÈVE;CH;8595021;46.198769, 6.147545;N
PLGE00;Genève-Plage;GENÈVE;CH;8587059;46.211597, 6.172351;Y
PLGE99;Genève-Plage;GENÈVE;CH;8587059;46.211586, 6.172429;N
PLGR00;Place de -Grenus;GENÈVE;CH;;46.20702, 6.142945;N
PLIO01;Saint-Genis-Lion;SAINT-GENIS-POUILLY;FR;1401791;46.241718, 6.026255;Y
PLLT02;Pallanterie;COLLONGE-BELLERIVE;CH;8587071;46.24688, 6.215893;Y
PLMA01;Place des Marchés;ANNEMASSE;FR;8595840;46.192013, 6.236155;N
PLNT00;Planet;BELLEVUE;CH;8592648;46.258369, 6.127578;Y
PLOU01;Plan-les-Ouates-Mairie;PLAN-LES-OUATES;CH;8587083;46.168545, 6.118123;Y
PLPA00;Plainpalais;GENÈVE;CH;8587907;46.198063, 6.143022;Y
PLPA04;Plainpalais;GENÈVE;CH;8587907;46.197681, 6.143549;Y
PLPA08;Plainpalais;GENÈVE;CH;8587907;46.198124, 6.142787;Y
PLPA09;Plainpalais;GENÈVE;CH;8587907;46.197586, 6.142088;N
PLPA96;Plainpalais;GENÈVE;CH;8587907;46.198105, 6.143048;N
PLPA98;Plainpalais;GENÈVE;CH;8587907;46.198738, 6.142229;N
PLRT01;Pré-Lauret;BERNEX;CH;8592666;46.158722, 6.057432;N
PLTA01;Planta;VANDOEUVRES;CH;8593136;46.214241, 6.190447;Y
PLTZ00;La Plantaz;JUVIGNY;FR;8595805;46.213116, 6.297674;N
PLTZ01;La Plantaz;JUVIGNY;FR;8595805;46.213165, 6.297906;N
PMAI01;Parc Eugène Maître;ANNEMASSE;FR;8595783;46.197552, 6.23931;N
PMAR00;Puplinge-Marquis;PUPLINGE;CH;8593087;46.213375, 6.234413;Y
PMAR01;Puplinge-Marquis;PUPLINGE;CH;8593087;46.213417, 6.234581;Y
PMAR03;Puplinge-Marquis;PUPLINGE;CH;8593087;46.214874, 6.234255;N
PMAR98;Puplinge-Marquis;PUPLINGE;CH;8593087;46.214359, 6.233717;N
PMAR99;Puplinge-Marquis;PUPLINGE;CH;8593087;46.214569, 6.233842;N
PMARST;Puplinge-Marquis Stationnement;PUPLINGE;CH;8593087;46.213261, 6.234447;N
PMEY01;Pedro-Meylan;GENÈVE;CH;8592877;46.195404, 6.165355;N
PMIO99;Petit-Miolan;CHOULEX;CH;8592718;46.220245, 6.218391;N
PNEF00;Place de Neuve (fictif);GENÈVE;CH;8592885;46.201519, 6.144041;Y
PNEF99;Place de Neuve (fictif);GENÈVE;CH;8592885;46.201393, 6.144065;N
PNEV00;Place de Neuve;GENÈVE;CH;8592885;46.201035, 6.144584;Y
PNEV01;Place de Neuve;GENÈVE;CH;8592885;46.201279, 6.144228;Y
PNEV02;Place de Neuve;GENÈVE;CH;8592885;46.200996, 6.143795;Y
PNEV04;Place de Neuve;GENÈVE;CH;8592885;46.201, 6.1436;Y
PNEV05;Place de Neuve;GENÈVE;CH;8592885;46.201565, 6.143872;Y
POCH00;Port Choiseul;VERSOIX;CH;8593190;46.28907, 6.165759;Y
POGA00;Pougny-Gare;POUGNY;FR;1401775;46.143749, 5.960643;Y
POGAST;Pougny-Gare Stationnement;POUGNY;FR;1401775;46.143745, 5.960385;N
POLT01;Thoiry-Place en Poulet;THOIRY;FR;1401808;46.247482, 5.989664;Y
POMI00;Le Pommier;LE GRAND-SACONNEX;CH;8592945;46.230591, 6.124876;Y
PONT00;Pontets;LANCY;CH;8592992;46.172974, 6.123066;Y
PONT98;Pontets;LANCY;CH;8592992;46.173901, 6.123271;N
PONT99;Pontets;LANCY;CH;8592992;46.173649, 6.123246;N
POST99;Poste;GENÈVE;CH;8592888;46.212341, 6.141168;N
POTE01;Poterie;GENÈVE;CH;8592889;46.212093, 6.133267;Y
POUS00;Peney-Dessous;SATIGNY;CH;8587388;46.200928, 6.0436;Y
POUS01;Peney-Dessous;SATIGNY;CH;8587388;46.200817, 6.043875;Y
PPAL00;Prés-Palais;CORSIER;CH;8592765;46.266911, 6.216766;Y
PPIN00;Plateau de Pinchat;VEYRIER;CH;8587036;46.171803, 6.142338;Y
PPIN01;Plateau de Pinchat;VEYRIER;CH;8587036;46.171932, 6.142361;Y
PPLA00;Ornex-Prénépla;ORNEX;FR;1401769;46.269325, 6.098747;Y
PPLA02;Ornex-Prénépla;ORNEX;FR;1401769;46.269447, 6.0982;Y
PPOL01;Pré-Polly;BERNEX;CH;8592662;46.161789, 6.067441;Y
PR4500;P+R P45;LE GRAND-SACONNEX;CH;;46.23959, 6.123392;N
PR4703;Aéroport-P47 (Dépose);LE GRAND-SACONNEX;CH;8592949;46.24287, 6.121703;N
PR47ST;P+R 47 Stationnement;LE GRAND-SACONNEX;CH;8592949;46.239677, 6.123271;N
PR4900;P+R P49;LE GRAND-SACONNEX;CH;;46.239628, 6.119485;N
PRBE01;Bernex-P+R;BERNEX;CH;8592660;46.179478, 6.081748;Y
PRBE02;Bernex-P+R;BERNEX;CH;8592660;46.17934, 6.082231;Y
PRBE03;Bernex-P+R;BERNEX;CH;8592660;46.178398, 6.082513;Y
PRBE06;Bernex-P+R;BERNEX;CH;8592660;46.178875, 6.085234;N
PRBE07;Bernex-P+R;BERNEX;CH;8592660;46.178822, 6.084964;N
PRBE11;Bernex-P+R;BERNEX;CH;8592660;46.178295, 6.082772;N
PRBE92;Bernex-P+R;BERNEX;CH;8592660;46.179218, 6.082375;N
PRBE99;Bernex-P+R;BERNEX;CH;8592660;46.178375, 6.082441;N
PRCE02;Prévessin-CERN;PRÉVESSIN-MOËNS;FR;1401782;46.255779, 6.057823;N
PRDE00;Presinge, Dessus;PRESINGE;CH;;46.218391, 6.259597;N
PREC00;Pregnin, école;SAINT-GENIS-POUILLY;FR;1402497;46.266186, 6.039332;Y
PREL00;La Prêle;COLLEX-BOSSY;CH;8592721;46.267471, 6.125127;Y
PREL98;La Prêle;COLLEX-BOSSY;CH;8592721;46.270355, 6.128237;N
PREL99;La Prêle;COLLEX-BOSSY;CH;8592721;46.270248, 6.128291;N
PREV02;Prévessin-CERN;PRÉVESSIN-MOËNS;FR;1401005;46.242615, 6.037357;N
PRGM00;Meyrin-Gare;MEYRIN;CH;8595029;46.22171, 6.077002;Y
PRGM01;Meyrin-Gare;MEYRIN;CH;8595029;46.221588, 6.076862;Y
PRGM07;Meyrin-Gare;MEYRIN;CH;8595029;46.221569, 6.074815;Y
PRGN05;Meyrin-Gare;MEYRIN;CH;8595029;46.22261, 6.076528;N
PRLA00;La Pralay;GENTHOD;CH;8592932;46.268585, 6.15835;Y
PRMA91;Bernex-Pré-Marais;BERNEX;CH;8508132;46.179691, 6.077527;N
PRMA92;Bernex-Pré-Marais;BERNEX;CH;8508132;46.179562, 6.078219;N
PRMO00;Pré-Monnard;LANCY;CH;8592993;46.186295, 6.116579;Y
PRPE01;P+R Perly;SAINT-JULIEN-EN-GENEVOIS;FR;1401004;46.150677, 6.088976;N
PRPI01;Pré-Picot;COLOGNY;CH;8507355;46.203934, 6.175056;Y
PRPI98;Pré-Picot;COLOGNY;CH;8507355;46.205902, 6.175766;N
PRPL00;Prés des Plans;VILLE-LA-GRAND;FR;8595845;46.204315, 6.262174;N
PRPL01;Prés des Plans;VILLE-LA-GRAND;FR;8595845;46.203915, 6.261871;N
PRRI01;Prairie;GENÈVE;CH;8592890;46.208565, 6.135931;Y
PRTE00;Porte 41;MEYRIN;CH;;46.227974, 6.056946;N
PRTN00;Printanière;AVULLY;CH;8592629;46.173504, 6.00554;Y
PRTN01;Printanière;AVULLY;CH;8592629;46.173477, 6.005515;Y
PRTN02;Printanière;AVULLY;CH;8592629;46.173946, 6.005653;N
PRUL01;Prulay;MEYRIN;CH;8595031;46.231945, 6.074982;Y
PRVG01;Veigy-Douane;VEIGY-FONCENEX;FR;1401326;46.276173, 6.246283;Y
PRVM00;P+R Vernier-Meyrin;MEYRIN;CH;;46.221733, 6.076923;N
PRVM01;P+R Vernier-Meyrin;MEYRIN;CH;;46.221588, 6.076862;N
PRVT01;Préventorium;LANCY;CH;8592994;46.172913, 6.133078;Y
PSAC01;Petit-Saconnex;GENÈVE;CH;8592880;46.223125, 6.1284;Y
PSAC02;Petit-Saconnex;GENÈVE;CH;8592880;46.22263, 6.130067;N
PSEC00;Poste de Secours;VERSOIX;CH;;;N
PSGE03;Presinge-Village;PRESINGE;CH;8587085;46.21944, 6.253228;Y
PSGE99;Presinge-Village;PRESINGE;CH;8587085;46.219234, 6.253633;N
PSIE01;Pont de Sierne;VEYRIER;CH;8593210;46.178596, 6.182016;Y
PSON01;Chemin des Pinsons;CHÊNE-BOURG;CH;;46.044125, 6.146775;N
PSRY03;Passeiry;AVUSY;CH;8592638;46.156097, 6.002101;N
PSTA01;Parc Stagni;CHÊNE-BOUGERIES;CH;8592698;46.195904, 6.186772;Y
PSTM00;Parking-ST-MICRO;SAINT-GENIS-POUILLY;FR;;46.234074, 6.021384;N
PSUD01;Plein-Sud;THÔNEX;CH;8593121;46.202221, 6.218308;Y
PTAL97;Pont de l'Allondon;DARDAGNY;CH;8506514;46.18499, 6.008214;N
PTET99;ROUTE DES DÉPORTÉS / INCONNU;ETREMBIÈRES;FR;8595841;46.182755, 6.2306;N
PTLA02;Petit-Lancy-Place;LANCY;CH;8587082;46.189888, 6.12078;Y
PTNF00;Pont-Neuf;VILLE-LA-GRAND;FR;8595842;46.203613, 6.246563;N
PTNR00;Pont Noir;GAILLARD;FR;8595843;46.192577, 6.215971;N
PTNR01;Pont Noir;GAILLARD;FR;8595843;46.192635, 6.216152;N
PTOU01;Les Petoux;PUPLINGE;CH;8593086;46.206425, 6.227025;Y
PTOU98;Les Petoux;PUPLINGE;CH;8593086;46.205933, 6.225482;N
PUBR00;Puplinge-Brolliets;PUPLINGE;CH;8507418;46.21442, 6.233418;Y
PUBR01;Puplinge-Brolliets;PUPLINGE;CH;8507418;46.21455, 6.233492;Y
